Classes,"University of California, Berkeley, Computer Science, Lower Division B.A.","University of California, Berkeley, Electrical Engineering & Computer Sciences, Lower Division B.S.","University of California, Davis, Computer Engineering B.S.","University of California, Davis, Computer Science & Engineering B.S.","University of California, Davis, Computer Science B.S.","University of California, Irvine, Computer Engineering, B.S.","University of California, Irvine, Computer Science and Engineering, B.S.","University of California, Irvine, Computer Science, B.S.","University of California, Los Angeles, Computer Engineering/B.S.","University of California, Los Angeles, Computer Science and Engineering/B.S.","University of California, Los Angeles, Computer Science/B.S.","University of California, Los Angeles, Linguistics and Computer Science/B.A.","University of California, Merced, Applied Mathematical Sciences, Computer Science Emphasis, B.S.","University of California, Merced, Computer Science and Engineering, B.S.","University of California, Riverside, Computer Engineering, B.S.","University of California, Riverside, Computer Science with Business Applications B.S.","University of California, Riverside, Computer Science, B.S.","University of California, San Diego, Art: Interdisciplinary Computing in the Arts Major (ICAM) B.A. (Visual Arts)","University of California, San Diego, CSE: Computer Engineering B.S.","University of California, San Diego, CSE: Computer Science B.S.","University of California, San Diego, CSE: Computer Science with a Specialization in Bioinformatics B.S.","University of California, San Diego, ECE: Computer Engineering B.S.","University of California, San Diego, Mathematics/Computer Science B.S.","University of California, San Diego, Music: Interdisciplinary Computing in the Arts Major (ICAM) B.A.","University of California, Santa Barbara, Computer Engineering, B.S.","University of California, Santa Barbara, Computer Science, B.S.","University of California, Santa Barbara, Creative Studies - Computing, B.S.","University of California, Santa Cruz, Computer Engineering B.S.","University of California, Santa Cruz, Computer Engineering B.S.","University of California, Santa Cruz, Computer Science B.A.","University of California, Santa Cruz, Computer Science B.S.","University of California, Santa Cruz, Computer Science B.S.","University of California, Santa Cruz, Computer Science: Computer Game Design B.S.","California Polytechnic University, Pomona, Computer Science, B.S.","California Polytechnic University, San Luis Obispo, COMPUTER ENGINEERING, B.S.","California Polytechnic University, San Luis Obispo, COMPUTER SCIENCE, B.S.","California State University, Bakersfield, Computer Engineering, B.S.","California State University, Bakersfield, Computer Science, B.S.","California State University, Channel Islands, Computer Science, B.S.","California State University, Chico, Computer Animation and Game Development B.S. - Animation Production Option","California State University, Chico, Computer Animation and Game Development B.S. - Game Development Option","California State University, Chico, Computer Engineering B.S.","California State University, Chico, Computer Information Systems B.S.","California State University, Chico, Computer Science B.S.","California State University, Dominguez Hills, Computer Science B.S.","California State University, Dominguez Hills, Computer Technology B.A. General Track","California State University, Dominguez Hills, Computer Technology B.A. Homeland Security Track","California State University, Dominguez Hills, Computer Technology B.A. Professional Track","California State University, East Bay, Computer Engineering, B.S.","California State University, East Bay, Computer Science, B.S.","California State University, Fresno, Computer Engineering (B.S.)","California State University, Fresno, Computer Science (B.S.)","California State University, Fresno, Computer Science (B.S.)","California State University, Fullerton, Computer Engineering, B.S.","California State University, Fullerton, Computer Science, B.S.","California State University, Fullerton, Computer Science, B.S.","California State University, Fullerton, Computer Science, B.S.","California State University, Fullerton, Computer Science, B.S.","California State University, Los Angeles, Computer Information Systems - B.S.","California State University, Los Angeles, Computer Science - B.S.","California State University, Monterey Bay, Computer Science B.S.","California State University, Northridge, COMPUTER ENGINEERING, B.S.","California State University, Northridge, COMPUTER INFORMATION TECHNOLOGY, B.S.","California State University, Northridge, COMPUTER SCIENCE, B.S.","California State University, Northridge, INFORMATION SYSTEMS, B.S. - Option in Computer Information Technology","California State University, Northridge, INFORMATION SYSTEMS, B.S. - Option in Computer Information Technology","California State University, Northridge, INFORMATION SYSTEMS, B.S. - Option in Computer Information Technology","CSU San Bernardino |, ====Computer Engineering - B.S.====","CSU San Bernardin, nce - B.S.","CSU San Bernardino |, ====Computer Systems - B.A.====","CSU San Bernardino |, ====Computer Systems - B.A.====","CSU San Bernardino |, ====Computer Systems - B.A.====","Sonoma State University, Computer Science B.S.","California State University, Stanislaus, Computer Science B.S.","California State University, Stanislaus, Computer Science B.S.","California State University, Stanislaus, Computer Science B.S.","San Francisco State University, Computer Engineering, B.S.","San Francisco State University, Computer Science, B.S.","San Jose State University, Computer Science, B.S.","San Jose State University, Engineering - Computer Engineering, B.S.","San Jose State University, Engineering Technology, Concentration in Computer Network System Management, B.S.","San Jose State University, Engineering Technology, Concentration in Computer Network System Management, B.S.","California Polytechnic University, Humboldt, Computer Science B.S.","California Polytechnic University, Pomona, Business Administration, B.S. - Computer Information Systems Option","California Polytechnic University, Pomona, Computer Engineering, B.S."
PHYS,None,PHYS 4B,PHYS 4A,None,None,PHYS 4A,PHYS A,None,PHYS 4B,PHYS 4B,PHYS 4A,None,PHYS 008,PHYS 008L,PHYS 40A,None,PHYS 40A,None,PHYS 2B,PHYS 4A,PHYS 4A,PHYS 2A,None,None,PHYS 4A,PHYS 4A,None,PHYS 4A,None,None,None,None,None,PHYS PHYS,None,None,PHYS As:,PHYS 4A,PHYS 4A,None,None,PHYS 204A,None,PHYS 4A,None,None,None,None,PHYS 4A,PHYS 135,PHYS 4A,None,None,None,PHYS 225,None,None,None,None,None,None,PHYS 220AL,PHYS 100A,PHYS 220A,None,PHYS 4A,PHYS 4A,None,None,None,None,PHYS 102,PHYS 4B,PHYS 2250,None,None,PHYS 220,None,PHYS 51,PHYS 51,PHYS 3A,None,None,None,PHYS .
None,None,PHYS 7C,PHYS 4C,None,None,PHYS PHYS,PHYS 7D,None,PHYS 4C,PHYS 4C,PHYS 4B,None,PHYS 008L,PHYS 009,PHYS 40B,None,PHYS 40B,None,PHYS 2C,PHYS 4B,None,PHYS 2C,None,None,PHYS 4B,PHYS 4B,None,PHYS 4B,None,None,None,None,None,None,None,None,PHYS 2210,PHYS 4B,PHYS 4B,None,None,PHYS 204B,None,PHYS 4B,None,None,None,None,PHYS 4B,None,PHYS 4B,None,None,None,PHYS 225L,None,None,None,None,None,None,PHYS 220B,PHYS 100AL,PHYS 220B,None,PHYS 4B,PHYS 11B,None,None,None,None,PHYS 201,PHYS 4C,PHYS 2252,None,None,PHYS 230,None,PHYS 52,PHYS 4A,PHYS 3B,None,None,None,None
None,None,None,None,None,None,None,None,None,None,None,None,None,PHYS 009,PHYS 4A,PHYS 4B,None,PHYS 4B,None,PHYS 4B,None,None,PHYS 4A,None,None,PHYS 3,PHYS 3,None,PHYS 4C,None,None,None,None,None,None,None,None,PHYS 4B,PHYS 4C,PHYS 200,None,None,None,None,None,None,None,None,None,None,None,PHYS 4C,None,None,None,PHYS 226L,None,None,None,None,None,None,PHYS 4A,PHYS 220A,PHYS 220BL,None,None,PHYS 11C,None,None,None,None,PHYS 205,None,PHYS 4B,None,None,PHYS 232,None,PHYS 4B,PHYS 4B,PHYS 4A,None,None,None,None
None,None,None,None,None,None,None,None,None,None,None,None,None,PHYS OO9L,PHYS 4B,PHYS 40C,None,PHYS 40C,None,PHYS 4A,None,None,PHYS 4B,None,None,PHYS 3L,PHYS 3L,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,PHYS 227,None,None,None,None,None,None,PHYS 227,PHYS 220AL,PHYS 4B,None,None,None,None,None,None,None,PHYS 206,None,PHYS 4C,None,None,PHYS 4B,None,PHYS 4C,None,PHYS 4B,None,None,None,None
None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,PHYS 4C,None,PHYS 4C,None,PHYS 4C,None,None,PHYS 4C,None,None,PHYS 4C,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,PHYS 4B,None,None,None,None,None,None,None,PHYS 4B,PHYS 220AL,None,None,None,None,None,None,None,PHYS 3B,None,None,None,None,None,None,None,None,None,None,None,None,None
None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,PHYS 4C,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,PHYS 4A,None,None,None,None,None,None,None,None,None,None,None,None,None
None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
CHEM,None,CHEM CHEM,CHEM 1B,None,None,None,None,None,None,None,None,None,CHEM 1A,None,CHEM 1LA,None,None,None,None,CHEM 1A,CHEM 1A,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,CHEM 1A,None,None,None,None,None,CHEM 30A,None,None,None,None,None,None,None,None,None,None,CHEM 120A,None,None,None,None,None,None,CHEM 101,CHEM CHEM,CHEM 101,None,None,CHEM 1A,None,None,None,None,CHEM 30A,None,CHEM 1100,None,None,CHEM 1A,None,CHEM 1A,None,CHEM CHEM,None,None,None,None
None,None,CHEM 1A,None,None,None,None,None,None,None,None,None,None,None,None,CHEM 1A,None,None,None,None,CHEM 1B,CHEM 1B,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,CHEM CHEM,None,None,None,None,None,None,None,None,None,None,CHEM 120B,None,None,None,None,None,None,CHEM 101D,CHEM 101,CHEM 101D,None,None,None,None,None,None,None,CHEM 30B,None,CHEM 1102,None,None,None,None,None,None,None,None,None,None,None
None,None,CHEM 1B,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,CHEM 12A,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,CHEM 111,None,None,None,None,None,None,None,None,None,None,CHEM 125,None,None,None,None,None,None,CHEM 102,CHEM 101D,CHEM 102,None,None,None,None,None,None,None,CHEM (1.00),None,CHEM 1110,None,None,None,None,None,None,None,None,None,None,None
None,None,CHEM 3A,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,CHEM 1B,None,None,None,None,None,None,None,None,None,None,CHEM 1B,None,None,None,None,None,None,CHEM 102D,CHEM 102L,CHEM 102D,None,None,None,None,None,None,None,None,None,CHEM 1112,None,None,None,None,None,None,None,None,None,None,None
None,None,CHEM 3B,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,CHEM 1A,None,None,None,None,None,None,CHEM 1A,CHEM 102D,CHEM 1A,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
None,None,CHEM 3BL,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,CHEM 1B,None,CHEM 1B,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
None,None,CHEM 3AL,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,CHEM 101L,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
None,None,CHEM 12B,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
BIOL,None,BIOL 1A,None,None,None,None,None,None,None,None,None,None,BIOL 1B,BIOL 10,None,None,None,None,None,BIOL 1A,BIOL 1A,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,BIOL 1A,BIOL 24,None,None,None,None,None,None,None,None,None,None,None,BIOL 1A,None,None,None,BIOL 101L,None,None,None,None,None,None,BIOL 1A,BIOL 106,BIOL 106,None,None,BIOL 1A,None,None,None,None,BIOL 3,None,BIOL 1150,None,None,None,None,BIOL 31,BIOL 10,None,None,None,None,None
None,None,BIOL BIOL,None,None,None,None,None,None,None,None,None,None,BIOL 10,BIOL 11,None,None,None,None,None,BIOL 1B,BIOL 1B,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,BIOL 3,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,BIOL 151,None,None,None,None,None,None,BIOL 1B,BIOL 1B,BIOL 106L,None,None,BIOL 1B,None,None,None,None,None,None,None,None,None,None,None,BIOL 1B,None,None,None,None,None,None
None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,BIOL 1B,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,BIOL 1A,None,None,None,None,None,None,BIOL 106L,BIOL 107,BIOL 107L,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,BIOL 10,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,BIOL 1B,None,None,None,None,None,None,BIOL 107L,None,BIOL 1B,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,BIOL 1A,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,BIOL 101,None,None,None,None,None,None,None,None,BIOL 1A,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,BIOL 76,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,BIOL 152,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,BIOL 4,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
ENGL,None,ENGL 1A,ENGL 001,None,None,None,None,None,ENGL additional,ENGL additional,ENGL 3,None,ENGL 1A,ENGL 1A,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,ENGL 2,ENGL 1B,None,None,None,None,None
None,None,ENGL 1B,ENGL 5,None,None,None,None,None,ENGL 5,ENGL 5,ENGL additional,None,ENGL 1AS,ENGL 1AS,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,ENGL 1B,None,None,None,None,None,None
None,None,None,None,None,None,None,None,None,None,None,None,None,ENGL 5,ENGL 5,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
Non-Artic,COMPSCI 61C,COMPSCI 61C,COM 001,None,None,SCI 6B,STATS 67,SCI 45C,None,None,None,MATH 31AL,MATH 032,CSE 020,None,None,None,CSE 8B,CSE 8A,CSE 8A,CSE 8A,ECE 35,None,None,ECE 1A,None,None,ECE 13,None,None,None,None,ECE 13,CS 2600,None,None,MATH 2310,MATH 2320,BIOL 212,None,None,None,None,None,None,None,None,None,CHEM 110,None,ECE 1,None,ART 255A,None,MATH 170A,None,None,None,None,None,None,None,MATH 255A,None,ENGL 205,None,None,None,None,None,CS 111,CS 111,CS 115,CS 1500,None,None,CHEM 180,None,None,None,None,None,CS 243,CIS 1010,None
None,COMPSCI 70,COMPSCI 70,None,None,None,None,CSE 90,SCI 51,None,None,None,MATH 70,CSE 015,CSE 021,None,None,None,None,CSE 8B,CSE 8B,CSE 8B,ECE 45,None,None,ECE 1B,None,None,None,None,None,None,None,ARTG 80G,CS 2610,None,None,MATH 2320,BIOL 1009,MATH 300,None,None,None,None,None,None,None,None,None,MATH 210,None,ECE 85L,None,ART 255B,None,MATH 170B,None,None,None,None,None,None,None,None,None,MATH 255A,None,None,None,None,None,CS 211,CS 211,CS 210,CS 2500,None,None,None,None,None,None,None,None,CS 232,CIS 2650,None
None,None,None,None,None,None,None,SCI 45C€,None,None,None,None,None,CSE 022,None,None,None,None,None,CSE 12,CSE 12,CSE 12,ECE 65,None,None,ECE 10A,None,None,None,None,None,None,None,ARTG 80H,CS 1400,None,None,MATH 2330,BIOL 1039,None,None,None,None,None,None,None,None,None,None,None,None,ECE 90,None,None,None,MATH 338,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,CS 231,CS 231,CS 215,CS 2700,None,None,None,None,None,None,None,None,CS 235,CIS 2670,None
None,None,None,None,None,None,None,None,None,None,None,None,None,CSE 024,None,None,None,None,None,CSE 15L,CSE 15L,CSE 15L,CSE 8A,None,None,ECE 10AL,None,None,None,None,None,None,None,CMPM 80K,CS 2400,None,None,None,MATH 1030,None,None,None,None,None,None,None,None,None,None,None,None,ECE 90L,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,MATH 160,None,MATH 1620,None,None,None,None,None,None,None,None,CS 237,CIS 2670,None
None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,CSE 21,CSE 8B,None,None,ECE 10B,None,None,None,None,None,None,None,FILM 80V,CS 2250,None,None,None,MATH 1040,None,None,None,None,None,None,None,None,None,None,None,None,BIOL 10,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,MATH 162,None,None,None,None,None,None,None,None,None,None,CS 279,None,None
None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,CSE 30,CSE 12,None,None,ECE 10BL,None,None,None,None,None,None,None,None,CS 2410,None,None,None,MATH 2310,None,None,None,None,None,None,None,None,None,None,None,None,CHEM 3A,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,MATH 270,None,None,None,None,None,None,None,None,None,None,None,None,None
None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,CSE 15L,None,None,ECE 10C,None,None,None,None,None,None,None,None,CS 2450,None,None,None,MATH 2320,None,None,None,None,None,None,None,None,None,None,None,None,MATH 81,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,MATH 242,None,None,None,None,None,None,None,None,None,None,None,None,None
None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,ECE 10CL,None,None,None,None,None,None,None,None,CS 2520,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,MATH 264,None,None,None,None,None,None,None,None,None,None,None,None,None
None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,CS 2560,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,BIOL 104,None,None,None,None,None,None,None,None,None,None,None,None,None
